Vehicle_ID,Make,Model,Year,Region,Vehicle_Type,Battery_Capacity_kWh,Battery_Health_%,Range_km,Charging_Power_kW,Charging_Time_hr,Charge_Cycles,Energy_Consumption_kWh_per_100km,Mileage_km,Avg_Speed_kmh,Max_Speed_kmh,Acceleration_0_100_kmh_sec,Temperature_C,Usage_Type,CO2_Saved_tons,Maintenance_Cost_USD,Insurance_Cost_USD,Electricity_Cost_USD_per_kWh,Monthly_Charging_Cost_USD,Resale_Value_USD
349,Kia,EV6,2023,Australia,Truck,42.5,99.5,191,28.5,1.72,1791,18.89,107739,59.6,246,8.81,34.8,Commercial,12.93,505,1133,0.26,440.96,17357
350,Audi,Q4 e-tron,2015,Asia,Sedan,54.9,71.4,321,168.9,0.37,792,24.94,93388,48.2,193,5.74,-7.3,Fleet,11.21,1711,2236,0.19,368.77,18522
351,Audi,Q4 e-tron,2023,Australia,Truck,39.5,86.6,198,78.3,0.56,356,13.56,171765,91.3,200,9.54,11.5,Personal,20.61,415,1655,0.22,427.01,16279
352,Tesla,Model X,2016,North America,Truck,36.6,92.3,198,67.0,0.62,1923,24.93,10583,46.3,243,4.73,-8.1,Commercial,1.27,212,1963,0.3,65.96,15193
353,Kia,Niro EV,2015,Europe,SUV,70.0,90.3,351,216.9,0.35,698,12.41,239337,62.3,196,8.75,6.0,Fleet,28.72,1998,1819,0.16,396.02,18221
354,Audi,Q4 e-tron,2024,Europe,Sedan,78.5,99.8,448,34.3,2.61,720,12.09,170707,96.8,185,8.82,6.9,Fleet,20.48,1634,2457,0.35,601.96,27007
355,Hyundai,Kona Electric,2020,North America,SUV,51.7,77.0,213,55.7,1.11,1150,14.91,230853,56.4,151,9.85,30.4,Fleet,27.7,1722,924,0.23,659.72,16747
356,Tesla,Model S,2015,Australia,Truck,115.8,71.8,532,82.2,1.81,1184,22.98,160063,38.6,185,5.34,6.3,Fleet,19.21,1705,2326,0.29,888.91,29029
357,Nissan,Leaf,2015,North America,SUV,103.9,86.3,431,239.4,0.57,1751,14.19,5060,63.8,155,6.83,28.5,Commercial,0.61,785,2227,0.33,19.75,28128
358,Chevrolet,Bolt EUV,2023,Europe,Truck,102.3,99.4,533,131.4,0.85,1204,17.11,83863,41.2,148,8.06,-0.3,Commercial,10.06,1304,984,0.3,358.72,28798
359,Tesla,Model S,2020,Europe,Sedan,96.6,89.4,416,141.7,0.94,1101,17.38,75934,96.6,206,9.71,37.7,Personal,9.11,993,1620,0.09,98.98,27243
360,BMW,i3,2021,Australia,Hatchback,65.3,98.4,279,193.5,0.46,798,20.06,90711,84.3,155,8.49,21.4,Personal,10.89,612,1045,0.2,303.28,20431
361,Tesla,Model S,2023,Asia,Sedan,112.6,96.6,591,204.2,0.77,1224,19.3,88123,74.5,232,7.52,31.2,Commercial,10.57,869,2263,0.23,325.98,30851
362,Chevrolet,Bolt EUV,2015,Europe,Hatchback,68.3,99.0,363,145.9,0.5,919,21.05,65942,83.2,157,4.83,13.5,Commercial,7.91,697,1965,0.13,150.38,17239
363,Nissan,Ariya,2018,Europe,Hatchback,76.6,82.4,336,109.6,0.97,1185,16.11,72657,80.8,177,5.07,9.3,Fleet,8.72,628,843,0.12,117.05,20927
364,BMW,i3,2022,Asia,Truck,79.0,76.9,450,105.9,0.98,1183,16.0,151768,37.8,179,9.78,0.3,Fleet,18.21,1938,1864,0.23,465.42,26824
365,Hyundai,Kona Electric,2021,Australia,Hatchback,55.4,72.4,318,185.2,0.39,756,16.26,56272,92.3,158,5.7,37.6,Fleet,6.75,1627,1899,0.24,183.0,18766
366,Nissan,Ariya,2023,North America,SUV,58.3,85.0,258,219.6,0.37,737,17.51,136225,48.3,178,6.39,14.5,Personal,16.35,649,1309,0.23,457.18,21571
367,Ford,Mustang Mach-E,2015,North America,Truck,68.8,79.4,374,201.3,0.38,1935,22.32,62204,72.1,175,8.32,30.3,Commercial,7.46,1412,1321,0.19,219.83,17689
368,Chevrolet,Bolt EUV,2015,Asia,Truck,31.8,71.9,151,150.4,0.26,1357,20.25,84183,76.3,207,7.05,0.2,Fleet,10.1,398,1684,0.28,397.76,14281
369,Mercedes,EQC,2018,Asia,Truck,49.4,99.0,268,239.8,0.26,1509,15.9,26209,66.8,142,7.52,24.0,Fleet,3.15,947,781,0.22,76.4,15315
370,Tesla,Model S,2018,Australia,Truck,34.8,70.7,164,90.7,0.48,503,19.16,36315,90.0,175,7.4,26.6,Personal,4.36,1545,2035,0.34,197.14,13781
371,Audi,Q4 e-tron,2017,North America,Truck,60.7,89.5,251,225.5,0.37,723,22.95,100965,52.8,233,6.58,32.7,Commercial,12.12,1997,583,0.31,598.6,20175
372,Hyundai,Kona Electric,2019,Europe,Hatchback,99.9,95.4,435,113.9,1.18,734,22.26,120720,74.5,222,5.36,15.9,Personal,14.49,1039,1672,0.31,694.2,27707
373,Mercedes,EQS,2020,Australia,Hatchback,107.2,90.0,522,238.8,0.51,1875,14.51,15358,48.1,170,8.84,-4.9,Fleet,1.84,1162,1457,0.3,55.71,31380
374,Hyundai,Kona Electric,2015,North America,Hatchback,80.8,88.0,350,101.8,0.93,1355,19.57,103322,94.6,210,8.19,-0.8,Fleet,12.4,836,806,0.21,353.85,23925
375,Ford,Mustang Mach-E,2023,North America,Sedan,84.2,84.7,425,90.9,1.12,1745,22.57,145399,43.0,222,6.01,15.3,Fleet,17.45,951,1961,0.28,765.72,26980
376,Hyundai,Kona Electric,2020,Europe,Truck,80.2,80.4,470,231.5,0.42,1352,21.42,223405,32.6,173,5.55,32.6,Fleet,26.81,1669,877,0.09,358.9,24159
377,Nissan,Leaf,2017,Australia,Sedan,96.7,84.6,403,243.4,0.48,256,15.08,170847,63.3,147,3.99,-4.7,Fleet,20.5,551,2495,0.14,300.58,25989
378,Tesla,Model Y,2024,Europe,Hatchback,75.4,93.1,310,148.9,0.69,937,17.23,119919,88.4,222,8.17,17.4,Commercial,14.39,488,1736,0.15,258.28,26199
379,Tesla,Model Y,2015,Asia,Sedan,65.4,88.5,374,93.7,0.81,1989,16.1,246532,91.9,182,4.15,28.3,Commercial,29.58,338,693,0.34,1124.6,17164
380,Tesla,Model 3,2018,North America,Sedan,76.5,78.5,385,213.7,0.41,1061,18.27,112798,48.6,209,5.57,36.2,Commercial,13.54,1216,2427,0.13,223.26,21622
381,Nissan,Leaf,2019,North America,Hatchback,44.8,71.9,207,63.7,0.85,897,18.69,139731,93.4,237,9.76,8.8,Personal,16.77,1181,1471,0.1,217.63,15311
382,Volkswagen,ID.3,2019,Europe,Hatchback,65.5,95.5,307,19.4,3.81,528,17.28,73580,67.6,204,9.35,21.2,Commercial,8.83,1916,865,0.16,169.53,20233
383,Chevrolet,Bolt EUV,2024,Australia,Sedan,72.9,90.1,350,82.2,1.04,1963,21.83,163272,44.6,237,7.51,-8.0,Fleet,19.59,1444,2376,0.21,623.74,26501
384,Audi,e-tron,2015,Asia,Sedan,118.6,76.3,505,59.6,2.23,267,22.9,167462,31.5,154,3.56,9.1,Personal,20.1,455,1507,0.09,287.62,30121
385,Volkswagen,ID.3,2023,Europe,Sedan,78.5,97.4,374,209.3,0.51,1077,14.43,101870,95.9,241,8.78,-5.0,Personal,12.22,621,1335,0.25,306.25,24144
386,Chevrolet,Bolt EUV,2021,Australia,SUV,93.1,93.0,545,59.9,1.73,877,16.03,78948,57.1,180,4.82,37.7,Personal,9.47,1062,2437,0.09,94.92,27393
387,Ford,Mustang Mach-E,2018,Asia,SUV,117.9,81.3,660,114.9,1.12,857,21.63,141701,45.3,248,5.28,19.7,Fleet,17.0,1648,1778,0.2,510.83,28004
388,Tesla,Model Y,2024,North America,SUV,113.2,76.9,518,99.3,1.32,567,24.4,141023,70.8,171,7.88,-9.2,Personal,16.92,1669,793,0.29,831.57,29691
389,Nissan,Leaf,2018,Australia,Sedan,93.1,82.3,466,12.8,8.33,446,22.37,65654,55.8,169,5.52,15.7,Personal,7.88,1951,1188,0.27,330.45,22482
390,Volkswagen,ID.4,2023,Europe,SUV,101.8,95.9,500,124.6,1.03,1643,21.84,151800,35.8,243,6.62,-6.6,Personal,18.22,1534,1992,0.19,524.92,27507
391,Audi,Q4 e-tron,2024,Europe,Truck,104.4,86.7,429,243.3,0.52,1368,18.1,42196,75.6,174,4.75,-3.5,Fleet,5.06,1067,1991,0.29,184.57,32278
392,Ford,Mustang Mach-E,2021,Asia,SUV,30.9,72.3,146,207.1,0.21,1191,18.31,115540,33.7,139,5.16,7.6,Fleet,13.86,1351,1190,0.22,387.85,15450
393,Hyundai,Ioniq 5,2015,Asia,Truck,94.8,78.5,414,20.4,6.59,268,12.25,57797,62.7,190,9.58,12.9,Personal,6.94,346,2007,0.23,135.7,25520
394,Mercedes,EQC,2022,Australia,Hatchback,110.4,83.0,559,125.0,1.11,461,23.82,149454,53.5,150,9.64,-7.1,Personal,17.93,1461,1482,0.09,267.0,30401
395,Volkswagen,ID.4,2020,Australia,Hatchback,55.1,98.8,236,149.6,0.48,1828,22.71,78568,99.9,132,8.83,9.6,Personal,9.43,751,1846,0.28,416.33,17976
396,Volkswagen,ID.3,2020,Australia,SUV,35.8,72.2,151,218.9,0.2,1591,24.28,174330,48.1,242,9.41,-9.7,Personal,20.92,1545,774,0.34,1199.27,14123
397,BMW,i4,2021,North America,Hatchback,81.3,88.3,478,199.4,0.58,457,17.85,167403,82.4,198,9.97,4.4,Commercial,20.09,962,2490,0.22,547.83,25825
398,Audi,e-tron,2018,Australia,SUV,38.7,71.7,164,24.8,1.71,484,14.95,111802,37.3,198,6.85,39.5,Commercial,13.42,979,1733,0.18,250.72,12905
399,Ford,Mustang Mach-E,2022,Australia,Truck,103.5,70.4,599,17.9,7.61,1119,16.37,54570,70.4,212,5.7,25.3,Personal,6.55,924,932,0.28,208.44,30587
400,Hyundai,Kona Electric,2024,Asia,Hatchback,53.5,70.3,283,133.2,0.5,1250,21.19,217986,39.8,222,5.09,12.5,Fleet,26.16,1702,2289,0.26,1000.81,22155
401,Mercedes,EQC,2018,North America,SUV,38.3,83.7,183,218.2,0.23,1478,19.79,56588,66.0,159,9.32,38.3,Fleet,6.79,608,1935,0.17,158.65,17093
402,Audi,e-tron,2020,Australia,SUV,54.0,73.6,240,36.4,1.64,416,16.6,92736,33.4,235,5.58,-0.4,Commercial,11.13,1581,879,0.34,436.17,17783
403,Tesla,Model 3,2016,Europe,Sedan,100.1,85.7,528,198.9,0.63,1008,21.31,110723,56.7,232,7.9,-6.8,Fleet,13.29,1709,544,0.28,550.55,26443
404,Hyundai,Kona Electric,2016,Australia,SUV,105.7,70.9,601,121.0,1.16,413,20.8,16826,35.1,205,6.64,1.0,Fleet,2.02,1492,1899,0.32,93.33,26274
405,Kia,Niro EV,2024,Australia,Truck,56.1,77.2,248,109.3,0.59,1954,18.62,165020,57.4,133,9.17,10.9,Commercial,19.8,523,1516,0.16,409.69,19862
406,Ford,F-150 Lightning,2020,Australia,Sedan,62.3,78.0,303,32.9,2.14,1364,16.68,174744,42.8,242,3.9,25.1,Fleet,20.97,1984,2112,0.19,461.5,20806
407,Ford,Mustang Mach-E,2018,Asia,Truck,45.8,96.0,223,43.8,1.14,1667,17.8,128607,93.7,232,9.92,1.3,Commercial,15.43,892,992,0.24,457.84,13034
408,Mercedes,EQC,2022,Europe,Sedan,71.2,81.9,346,147.1,0.69,716,18.74,211717,92.2,185,7.05,25.7,Commercial,25.41,1802,2235,0.09,297.57,24272
409,Mercedes,EQS,2021,Asia,SUV,56.7,97.9,240,166.9,0.48,663,18.03,196174,50.9,174,9.14,25.4,Personal,23.54,1314,1249,0.29,854.78,19042
410,Hyundai,Ioniq 5,2016,Europe,Hatchback,111.0,88.9,541,20.3,6.63,248,20.4,221853,86.5,134,3.72,21.9,Fleet,26.62,572,2328,0.2,754.3,30062
411,Ford,F-150 Lightning,2024,Australia,Hatchback,53.9,83.0,323,63.7,1.17,1581,13.89,229923,66.7,142,6.54,-4.7,Commercial,27.59,1598,1615,0.31,825.02,18658
412,Ford,Mustang Mach-E,2018,Europe,Hatchback,86.3,72.3,364,22.8,4.95,1649,23.69,221250,57.0,216,8.84,38.5,Personal,26.55,423,653,0.22,960.93,25201
413,Tesla,Model S,2017,North America,Sedan,96.2,78.3,507,92.5,1.1,1226,22.26,213924,95.1,226,9.99,-6.3,Personal,25.67,1192,520,0.19,753.98,25618
414,BMW,iX,2020,Europe,Sedan,117.8,72.0,664,165.5,0.83,810,19.01,123171,98.8,154,8.39,19.4,Fleet,14.78,902,1574,0.11,214.64,29297
415,Tesla,Model 3,2024,Australia,Truck,35.0,82.8,172,232.9,0.17,1299,17.17,97244,34.6,199,9.44,39.1,Personal,11.67,1612,1505,0.3,417.42,18561
416,Mercedes,EQS,2019,Australia,Sedan,89.6,91.5,406,86.4,1.42,322,13.33,74263,71.8,181,8.15,38.6,Personal,8.91,407,1834,0.21,173.24,26279
417,Audi,Q4 e-tron,2016,North America,Sedan,90.4,94.6,405,111.7,0.89,655,15.16,148988,77.0,231,4.16,35.6,Fleet,17.88,1052,1971,0.27,508.2,26496
418,Kia,Niro EV,2022,North America,Hatchback,105.9,83.1,496,141.6,1.03,1889,21.79,157053,43.1,213,4.73,10.1,Personal,18.85,1038,1930,0.19,541.85,27556
419,Nissan,Leaf,2020,Europe,SUV,34.4,87.2,193,89.1,0.49,710,24.93,31572,31.9,180,5.19,31.9,Fleet,3.79,1039,1226,0.27,177.1,15692
420,Kia,Niro EV,2024,Asia,Hatchback,48.5,80.6,206,42.0,1.33,1122,24.52,224977,65.9,154,4.19,30.6,Personal,27.0,836,813,0.25,1149.26,19256
421,Volkswagen,ID.4,2016,Europe,SUV,36.4,89.8,204,171.8,0.26,735,15.72,28104,31.3,130,3.71,37.7,Commercial,3.37,304,994,0.29,106.77,15383
422,Nissan,Leaf,2021,North America,Hatchback,45.8,77.1,228,229.6,0.26,710,23.97,55711,65.0,209,4.85,27.7,Commercial,6.69,442,2473,0.32,356.1,17249
423,Audi,Q4 e-tron,2023,North America,Sedan,61.6,95.0,307,228.9,0.29,596,24.79,59225,98.9,170,5.8,18.2,Fleet,7.11,514,1562,0.33,403.75,19723
424,Nissan,Ariya,2021,Australia,Truck,109.1,75.9,643,60.1,2.13,1867,19.09,70140,96.2,157,6.89,13.5,Fleet,8.42,746,1635,0.3,334.74,27601
425,Audi,e-tron,2018,Europe,SUV,42.9,73.1,207,201.1,0.29,1757,17.88,6132,43.8,182,7.04,-5.7,Fleet,0.74,891,680,0.12,10.96,16723
426,Chevrolet,Bolt EUV,2023,North America,Sedan,62.9,76.9,279,24.1,3.71,1508,12.51,6620,60.2,189,7.2,31.6,Fleet,0.79,760,600,0.13,8.97,20876
427,Audi,e-tron,2015,Europe,Truck,118.7,90.6,532,201.9,0.81,410,23.14,131545,56.8,141,6.68,0.9,Personal,15.79,1235,2390,0.23,583.42,27437
428,Mercedes,EQC,2024,Australia,Sedan,114.3,98.2,497,220.1,0.59,1128,18.16,64025,48.8,186,3.52,-1.9,Commercial,7.68,1120,1666,0.17,164.71,30690
429,Mercedes,EQC,2024,Australia,Truck,32.5,81.3,170,45.9,0.78,919,24.16,31498,58.4,191,4.63,-7.7,Commercial,3.78,1073,2245,0.33,209.27,14146
430,Nissan,Ariya,2018,North America,Sedan,103.8,100.0,459,74.4,1.61,1315,15.08,173455,65.2,237,7.6,39.4,Commercial,20.81,756,1148,0.1,217.98,26161
431,Nissan,Ariya,2015,Australia,Truck,56.9,73.0,258,206.0,0.35,1104,16.45,198026,74.1,154,8.11,35.3,Personal,23.76,874,810,0.09,244.31,18574
432,Kia,Niro EV,2016,Australia,SUV,36.3,71.7,153,149.8,0.26,1177,15.98,182732,61.2,173,7.47,39.2,Commercial,21.93,1606,1685,0.25,608.35,14290
433,Volkswagen,ID.4,2021,Europe,Hatchback,41.5,87.5,190,19.2,2.52,1631,17.62,22194,57.3,178,9.26,10.5,Personal,2.66,649,1022,0.25,81.47,18367
434,Kia,EV6,2024,North America,Sedan,43.9,88.8,178,164.8,0.35,1849,16.49,122116,52.4,137,9.23,38.0,Commercial,14.65,1338,1799,0.27,453.08,16543
435,Volkswagen,ID.3,2017,Australia,Truck,66.6,92.9,285,13.1,7.21,225,17.66,36826,66.3,171,8.38,27.3,Commercial,4.42,428,2132,0.14,75.87,17192
436,Nissan,Leaf,2021,Asia,Hatchback,64.5,75.3,303,116.2,0.77,1912,17.4,171862,90.7,162,7.02,-7.4,Commercial,20.62,217,2277,0.1,249.2,20109
437,Nissan,Leaf,2024,North America,SUV,62.3,99.9,309,127.1,0.58,1592,23.3,150457,61.6,217,7.36,26.0,Commercial,18.05,1187,1341,0.1,292.14,22636
438,Audi,Q4 e-tron,2024,North America,Sedan,112.3,80.1,663,138.4,0.95,1501,23.68,120631,56.3,179,9.54,12.9,Personal,14.48,1617,2024,0.16,380.87,31859
439,Audi,e-tron,2023,Asia,Hatchback,44.8,82.2,262,180.8,0.31,941,16.97,136049,98.9,199,5.83,21.6,Personal,16.33,1626,822,0.2,384.79,17350
440,Volkswagen,ID.4,2023,North America,SUV,45.7,89.4,205,182.5,0.28,1314,12.06,88996,92.5,206,6.81,-8.8,Fleet,10.68,1943,1443,0.14,125.22,19408
441,BMW,iX,2020,Australia,SUV,95.9,90.5,424,68.1,1.83,1027,14.69,72560,31.4,203,4.17,25.1,Personal,8.71,954,1269,0.15,133.24,25882
442,Kia,Niro EV,2016,Australia,SUV,91.2,94.8,391,49.2,2.07,992,12.41,104764,73.6,219,9.34,21.2,Personal,12.57,1372,1260,0.11,119.18,22109
443,Volkswagen,ID.4,2024,Australia,Truck,42.5,85.6,173,30.3,1.62,578,13.14,137851,45.1,232,8.64,0.0,Commercial,16.54,925,714,0.31,467.94,15630
444,Ford,F-150 Lightning,2023,Europe,Hatchback,114.7,75.5,588,101.1,1.21,622,20.39,10796,98.8,189,3.79,-2.8,Fleet,1.3,1353,1116,0.08,14.68,33991
445,Hyundai,Ioniq 5,2016,North America,SUV,89.9,94.7,361,140.5,0.79,1478,22.64,153115,77.9,131,8.48,0.5,Commercial,18.37,1904,1846,0.26,751.08,20535
446,Volkswagen,ID.4,2017,Australia,Truck,107.4,76.4,560,31.0,4.02,1829,12.95,12957,48.6,186,8.72,30.9,Commercial,1.55,1020,967,0.22,30.76,27222
447,Volkswagen,ID.3,2022,Asia,Truck,96.2,96.0,485,171.0,0.62,1083,17.43,62196,30.0,218,4.15,-5.5,Fleet,7.46,927,1379,0.32,289.09,30435
448,Hyundai,Ioniq 5,2023,Asia,SUV,39.2,70.5,205,240.6,0.18,1750,15.04,184006,49.2,209,8.14,33.7,Commercial,22.08,1528,645,0.31,714.92,16454
449,Kia,Niro EV,2024,Europe,Truck,34.0,78.7,166,39.0,1.07,956,13.38,161080,35.5,150,9.59,15.7,Commercial,19.33,385,897,0.22,395.13,15596
450,Volkswagen,ID.4,2017,North America,SUV,101.7,80.2,570,91.9,1.55,1711,17.25,210728,95.4,183,7.22,1.9,Fleet,25.29,1194,2155,0.21,636.14,27809
451,BMW,iX,2018,North America,Hatchback,80.2,99.3,444,36.4,2.46,644,17.99,90374,44.7,136,5.6,17.2,Fleet,10.84,1647,1023,0.16,216.78,21257
452,Chevrolet,Bolt EUV,2019,North America,Hatchback,116.9,81.3,527,69.2,2.07,603,21.5,104976,79.7,190,5.04,14.5,Fleet,12.6,302,1492,0.28,526.63,31470
453,BMW,iX,2019,Asia,SUV,48.4,92.3,198,214.8,0.3,1405,14.39,122369,60.0,188,9.39,-3.7,Commercial,14.68,472,2433,0.21,308.16,19075
454,BMW,iX,2024,Australia,Hatchback,47.6,98.3,283,100.9,0.51,537,13.65,98220,79.2,228,9.93,3.3,Personal,11.79,285,1990,0.13,145.24,19698
455,Mercedes,EQS,2017,Australia,Hatchback,64.5,95.1,369,155.1,0.47,602,13.97,34086,76.7,166,8.42,17.0,Fleet,4.09,1587,1653,0.25,99.2,16201
456,Ford,Mustang Mach-E,2018,North America,SUV,66.9,98.0,352,202.6,0.4,1727,24.75,98831,91.3,230,8.42,-5.2,Fleet,11.86,317,2237,0.25,509.6,22325
457,Ford,Mustang Mach-E,2017,North America,Hatchback,45.7,90.2,198,184.2,0.3,274,12.42,29596,82.2,144,4.38,31.8,Commercial,3.55,1923,871,0.16,49.01,15666
458,Nissan,Leaf,2016,North America,Truck,95.7,96.7,394,118.6,1.07,1642,12.73,136001,51.2,201,7.57,-7.3,Personal,16.32,754,1618,0.22,317.4,25823
459,Audi,e-tron,2020,Australia,Truck,30.9,96.5,158,90.3,0.39,1124,14.73,154725,97.9,173,5.07,-9.2,Commercial,18.57,1549,870,0.1,189.92,14473
460,Mercedes,EQC,2016,Asia,Sedan,38.3,73.0,168,250.0,0.22,1437,14.03,152776,94.4,205,4.86,-6.4,Commercial,18.33,579,1210,0.19,339.38,11016
461,Kia,Niro EV,2016,North America,Sedan,77.0,77.9,426,232.5,0.4,1429,17.23,72863,77.7,247,4.3,10.0,Fleet,8.74,1698,599,0.29,303.4,19060
462,Ford,F-150 Lightning,2015,Asia,Hatchback,54.1,85.6,277,14.7,4.11,1230,21.19,61411,86.7,232,4.19,21.4,Personal,7.37,953,985,0.35,379.55,17088
463,Chevrolet,Bolt EUV,2016,Australia,Sedan,61.9,85.1,308,11.9,6.3,566,16.92,27419,41.1,140,6.23,9.5,Commercial,3.29,1118,2224,0.14,54.13,20794
464,Chevrolet,Bolt EUV,2016,North America,Truck,79.0,92.2,435,156.0,0.68,433,12.14,248277,36.0,148,9.3,4.4,Personal,29.79,1762,2139,0.11,276.29,24122
465,Nissan,Leaf,2018,Asia,Sedan,79.5,88.6,423,210.9,0.5,1617,18.15,141213,41.0,234,6.5,35.2,Fleet,16.95,915,2345,0.31,662.11,20746
466,Hyundai,Kona Electric,2022,Europe,Truck,111.0,98.2,592,169.8,0.8,1937,19.68,83006,84.3,247,5.87,32.2,Fleet,9.96,1459,1650,0.3,408.39,31192
467,Chevrolet,Bolt EV,2017,Australia,SUV,75.8,71.9,361,117.2,0.88,984,17.62,168384,36.0,138,4.43,9.5,Personal,20.21,1422,1986,0.17,420.31,23406
468,Volkswagen,ID.4,2018,North America,SUV,92.9,78.8,496,178.8,0.66,1501,22.18,124815,31.5,164,8.56,9.1,Commercial,14.98,1021,920,0.18,415.26,26931
469,Volkswagen,ID.4,2022,North America,SUV,62.7,88.0,357,223.4,0.34,1597,15.5,249744,54.0,242,8.2,18.9,Personal,29.97,1052,1720,0.09,290.33,20320
470,Nissan,Leaf,2022,Europe,Truck,93.7,80.8,389,112.9,1.02,1168,24.36,40010,77.8,139,3.84,-8.1,Commercial,4.8,1234,1969,0.23,186.81,25854
471,Chevrolet,Bolt EV,2021,Asia,Hatchback,67.9,72.8,288,110.0,0.69,1476,15.72,118655,37.4,181,7.73,31.2,Fleet,14.24,907,2343,0.1,155.44,23815
472,Ford,F-150 Lightning,2020,Australia,Sedan,67.3,90.9,305,249.8,0.36,1230,12.49,75198,84.3,191,9.79,17.0,Commercial,9.02,432,853,0.34,266.11,20843
473,Chevrolet,Bolt EV,2021,Asia,Sedan,48.8,95.5,283,140.4,0.41,825,19.57,90914,74.2,233,6.77,31.5,Fleet,10.91,1363,856,0.17,252.05,15857
474,Ford,Mustang Mach-E,2022,Europe,Truck,84.6,90.3,427,182.6,0.55,1964,24.58,25842,37.4,142,6.95,-8.6,Personal,3.1,298,546,0.2,105.87,23919
475,Ford,Mustang Mach-E,2020,Australia,Hatchback,75.8,99.8,343,210.1,0.45,591,17.38,171490,74.4,210,9.94,3.9,Fleet,20.58,1605,2190,0.17,422.24,20789
476,Mercedes,EQS,2021,Australia,SUV,112.7,83.2,574,201.3,0.66,727,12.78,217498,66.6,137,5.54,15.6,Commercial,26.1,816,1111,0.09,208.47,32746
477,Audi,e-tron,2021,Europe,Hatchback,65.6,76.0,318,103.1,0.69,601,22.37,42381,99.2,172,4.39,6.8,Commercial,5.09,381,1772,0.12,94.81,19269
478,BMW,i4,2016,Australia,Sedan,64.9,93.5,323,54.2,1.36,593,23.46,243411,35.3,199,7.15,17.6,Commercial,29.21,848,1837,0.11,523.46,15558
479,Chevrolet,Bolt EV,2020,Europe,Hatchback,54.2,70.6,295,18.8,3.4,889,24.99,6909,63.9,160,5.37,20.2,Fleet,0.83,441,1466,0.11,15.83,19480
480,Chevrolet,Bolt EUV,2020,Australia,Hatchback,58.8,97.2,257,158.1,0.46,1435,16.51,137139,78.4,159,9.67,3.4,Fleet,16.46,1051,1011,0.09,169.81,19896
481,Chevrolet,Bolt EV,2015,North America,Sedan,99.0,89.7,559,165.8,0.63,901,20.45,198507,66.2,233,7.01,27.5,Personal,23.82,751,2310,0.25,845.72,24192
482,Tesla,Model X,2019,Europe,Truck,86.0,70.3,377,128.4,0.71,1143,22.88,178567,80.0,141,3.93,25.3,Personal,21.43,1022,1652,0.18,612.84,24946
483,Mercedes,EQS,2019,North America,Sedan,41.8,81.2,169,64.0,0.73,293,19.9,218958,63.2,140,3.73,22.9,Commercial,26.27,1675,2263,0.23,835.14,16809
484,Ford,Mustang Mach-E,2021,Australia,SUV,61.4,97.7,270,219.9,0.39,1894,23.11,12869,89.2,131,4.86,16.9,Commercial,1.54,1769,2394,0.25,61.96,18118
485,Hyundai,Ioniq 5,2016,North America,Hatchback,116.4,90.3,676,185.4,0.71,1166,16.75,12244,90.1,170,9.36,36.3,Commercial,1.47,772,2061,0.1,17.09,28635
486,Nissan,Ariya,2021,North America,SUV,108.1,85.0,445,181.8,0.69,1549,22.46,189484,53.5,159,6.72,-5.7,Personal,22.74,1350,692,0.22,780.23,31436
487,Ford,F-150 Lightning,2016,Europe,SUV,96.9,92.5,449,126.6,0.99,1930,21.89,11861,50.0,146,3.84,27.7,Personal,1.42,1196,1421,0.14,30.29,23575
488,Tesla,Model X,2020,Asia,SUV,84.7,82.1,453,56.4,1.66,1884,19.28,215404,53.9,155,7.15,-9.7,Commercial,25.85,469,1579,0.32,1107.46,27207
489,Kia,Niro EV,2019,Asia,Sedan,117.7,94.8,484,100.9,1.25,586,23.46,52456,93.9,215,4.06,23.5,Personal,6.29,757,612,0.21,215.36,30911
490,Tesla,Model X,2015,Europe,SUV,55.8,77.5,262,53.4,1.2,826,23.11,162277,57.3,192,4.26,2.6,Personal,19.47,676,1438,0.24,750.04,14358
491,Ford,Mustang Mach-E,2015,Australia,Hatchback,79.6,98.3,352,135.3,0.72,1553,13.68,240973,93.0,205,5.5,33.5,Personal,28.92,1409,748,0.15,412.06,22650
492,Kia,Niro EV,2020,Australia,Hatchback,90.6,85.9,482,152.1,0.74,250,15.97,114413,58.4,247,8.57,28.4,Personal,13.73,501,1047,0.16,243.62,27810
493,Nissan,Ariya,2020,Asia,Truck,92.4,86.7,498,109.5,1.15,1364,18.82,140481,34.9,202,9.39,19.4,Commercial,16.86,899,885,0.28,616.9,26978
494,Ford,Mustang Mach-E,2017,North America,Hatchback,84.2,90.9,352,129.9,0.85,803,23.65,193206,92.5,243,4.08,33.2,Fleet,23.18,1595,2140,0.13,495.01,25280
495,Ford,Mustang Mach-E,2022,Australia,SUV,82.7,85.6,355,26.7,3.51,1288,19.44,91784,86.6,214,8.35,34.7,Commercial,11.01,287,1847,0.17,252.77,23775
496,Chevrolet,Bolt EUV,2020,Asia,Truck,65.5,93.8,298,165.5,0.43,1938,12.82,248550,70.0,209,7.62,2.7,Commercial,29.83,1761,1205,0.22,584.18,22083
497,Mercedes,EQC,2015,Australia,Truck,51.0,95.9,235,176.9,0.41,1518,15.87,104612,68.0,245,8.69,30.2,Fleet,12.55,915,930,0.16,221.36,12596
498,Tesla,Model S,2024,Australia,Sedan,96.7,89.9,455,204.3,0.61,869,12.32,38734,56.5,138,6.14,32.6,Personal,4.65,1864,1084,0.15,59.65,27134
