"purchase_id","id","Age","Sex","Income","Purchase_Date","Region"
4080,198884,50,"M",240000,2022-03-01,"Республика Татарстан"
2150,201305,55,"M",263000,2021-11-01,"Самарская область"
2589,200172,59,"M",848000,2022-06-01,"Оренбургская область"
5129,200880,46,"M",3e+05,2023-02-01,"Нижегородская область"
48,199121,58,"M",310000,2023-07-01,"Самарская область"
1458,202096,51,"M",244000,2022-01-01,"Пермский край"
1275,201302,31,"F",240000,2023-07-01,"Республика Татарстан"
5320,198071,41,"M",482000,2021-06-01,"Республика Башкортостан"
2308,201427,55,"M",240000,2023-09-01,"Республика Башкортостан"
3407,199746,58,"M",359000,2021-07-01,"Кировская область"
5160,197726,53,"F",403000,2023-12-01,"Кировская область"
3468,198765,52,"M",347000,2021-07-01,"Республика Башкортостан"
1163,199263,58,"M",950000,2021-01-01,"Чувашская Республика"
3120,197615,45,"F",338000,2022-11-01,"Пермский край"
618,200486,47,"M",240000,2022-07-01,"Республика Башкортостан"
3361,200612,58,"M",976000,2023-10-01,"Самарская область"
5263,198012,59,"M",269000,2022-08-01,"Пермский край"
705,199593,52,"F",608000,2022-09-01,"Самарская область"
2185,200410,60,"M",330000,2021-06-01,"Саратовская область"
5462,200400,59,"M",240000,2021-12-01,"Чувашская Республика"
4944,200502,56,"M",306000,2022-01-01,"Республика Татарстан"
3592,202037,53,"M",555000,2023-05-01,"Оренбургская область"
396,200127,58,"M",481000,2022-01-01,"Кировская область"
5455,199166,57,"M",257000,2023-08-01,"Нижегородская область"
498,201502,53,"M",310000,2023-02-01,"Республика Башкортостан"
660,198972,44,"M",240000,2021-06-01,"Пермский край"
3316,198192,50,"M",1011000,2022-07-01,"Республика Татарстан"
394,201790,46,"M",408000,2022-09-01,"Республика Татарстан"
3678,201372,54,"M",240000,2023-11-01,"Кировская область"
1841,199949,44,"M",444000,2021-02-01,"Кировская область"
3509,199634,52,"M",401000,2021-09-01,"Ульяновская область"
652,201058,35,"M",365000,2023-05-01,"Саратовская область"
714,198576,55,"M",362000,2022-06-01,"Республика Марий Эл"
1491,200034,52,"M",440000,2022-01-01,"Нижегородская область"
4695,201111,39,"M",532000,2021-11-01,"Ульяновская область"
622,199087,53,"M",358000,2022-01-01,"Чувашская Республика"
4332,197845,47,"M",949000,2023-12-01,"Удмуртская Республика"
993,201817,38,"M",609000,2023-07-01,"Республика Башкортостан"
3445,201959,43,"M",240000,2021-11-01,"Саратовская область"
3499,198404,61,"M",253000,2022-03-01,"Республика Татарстан"
2221,201470,46,"M",245000,2021-09-01,"Саратовская область"
4026,201392,49,"M",246000,2023-04-01,"Республика Башкортостан"
1212,200138,59,"M",334000,2022-01-01,"Самарская область"
1869,200910,55,"M",465000,2021-12-01,"Нижегородская область"
2220,197509,46,"M",341000,2021-11-01,"Нижегородская область"
706,197957,53,"M",250000,2023-12-01,"Республика Татарстан"
1757,199721,41,"M",371000,2022-09-01,"Республика Башкортостан"
4723,202064,47,"M",246000,2021-08-01,"Республика Марий Эл"
1873,202327,56,"M",319000,2023-08-01,"Республика Марий Эл"
2383,202274,44,"F",838000,2023-03-01,"Республика Татарстан"
1555,201913,52,"M",410000,2022-10-01,"Удмуртская Республика"
1496,200743,51,"M",308000,2023-01-01,"Саратовская область"
4013,201546,45,"M",240000,2022-09-01,"Оренбургская область"
1281,199554,58,"M",329000,2023-05-01,"Ульяновская область"
4237,197776,48,"M",240000,2022-08-01,"Саратовская область"
2687,200290,57,"F",281000,2023-05-01,"Республика Мордовия"
4966,200460,62,"F",240000,2021-01-01,"Республика Башкортостан"
1546,200535,45,"M",342000,2021-05-01,"Республика Марий Эл"
332,198696,47,"F",240000,2023-02-01,"Республика Башкортостан"
1769,201804,44,"M",495000,2021-10-01,"Пермский край"
3894,199504,52,"M",442000,2023-09-01,"Удмуртская Республика"
1203,202029,51,"M",482000,2023-12-01,"Оренбургская область"
468,202100,45,"M",240000,2022-02-01,"Самарская область"
3719,199098,47,"M",315000,2023-04-01,"Пермский край"
975,198863,47,"M",240000,2021-04-01,"Республика Башкортостан"
1850,201756,49,"F",385000,2023-11-01,"Самарская область"
1761,199962,53,"M",343000,2023-06-01,"Республика Татарстан"
232,202029,60,"M",858000,2022-06-01,"Нижегородская область"
2824,199602,43,"M",717000,2022-02-01,"Республика Башкортостан"
435,201616,47,"M",427000,2023-02-01,"Республика Татарстан"
2260,200204,51,"M",240000,2021-03-01,"Кировская область"
2149,198513,54,"M",438000,2022-08-01,"Саратовская область"
4241,200300,55,"M",407000,2022-05-01,"Пермский край"
2997,199762,50,"M",240000,2023-03-01,"Удмуртская Республика"
948,201635,60,"M",260000,2023-02-01,"Удмуртская Республика"
3919,202224,56,"F",334000,2023-04-01,"Республика Татарстан"
2004,202358,38,"M",240000,2021-09-01,"Пермский край"
5093,198582,48,"M",320000,2022-05-01,"Пермский край"
5375,199306,35,"M",375000,2021-08-01,"Оренбургская область"
2084,197869,40,"M",477000,2023-06-01,"Чувашская Республика"
2696,198204,35,"M",326000,2022-05-01,"Республика Татарстан"
3527,198057,39,"M",1152000,2021-11-01,"Республика Башкортостан"
3949,198235,53,"M",310000,2022-03-01,"Кировская область"
5126,199714,39,"M",718000,2021-06-01,"Кировская область"
3112,200034,44,"M",520000,2021-05-01,"Пермский край"
1372,199840,43,"M",240000,2021-04-01,"Республика Башкортостан"
4408,202326,59,"F",240000,2021-04-01,"Кировская область"
4352,198639,50,"F",512000,2023-03-01,"Нижегородская область"
3465,198851,57,"M",336000,2021-03-01,"Кировская область"
2678,197604,52,"M",486000,2023-06-01,"Пермский край"
3003,197417,58,"M",243000,2021-10-01,"Республика Татарстан"
4367,201807,56,"M",295000,2022-08-01,"Республика Татарстан"
2043,197959,47,"M",685000,2023-09-01,"Республика Башкортостан"
2422,198394,62,"M",315000,2022-10-01,"Саратовская область"
3767,200411,40,"M",252000,2022-09-01,"Республика Татарстан"
432,198698,40,"M",254000,2022-12-01,"Чувашская Республика"
3684,198168,51,"M",240000,2023-07-01,"Нижегородская область"
2810,200484,55,"M",240000,2023-06-01,"Нижегородская область"
590,201527,52,"M",548000,2022-07-01,"Нижегородская область"
4896,200204,38,"M",399000,2021-12-01,"Республика Татарстан"
2087,201856,47,"M",371000,2021-08-01,"Республика Татарстан"
1133,198395,56,"M",240000,2023-01-01,"Саратовская область"
2588,201380,62,"M",240000,2021-12-01,"Самарская область"
1172,198716,49,"M",361000,2023-11-01,"Саратовская область"
2258,199558,56,"M",372000,2021-04-01,"Республика Башкортостан"
3045,198916,53,"M",781000,2022-01-01,"Саратовская область"
1585,201343,52,"M",455000,2021-10-01,"Республика Татарстан"
969,198295,59,"M",360000,2022-11-01,"Республика Башкортостан"
427,200851,59,"M",776000,2021-02-01,"Нижегородская область"
4834,198844,50,"F",417000,2021-07-01,"Республика Татарстан"
387,200702,49,"M",580000,2023-07-01,"Удмуртская Республика"
2159,201894,55,"M",240000,2023-10-01,"Саратовская область"
3063,200207,57,"F",553000,2022-06-01,"Пермский край"
2076,197834,49,"M",369000,2023-10-01,"Нижегородская область"
3326,199925,48,"F",240000,2022-03-01,"Республика Татарстан"
2440,199809,50,"M",240000,2023-07-01,"Нижегородская область"
4009,200310,57,"M",240000,2021-11-01,"Пермский край"
657,197425,60,"M",267000,2021-08-01,"Республика Башкортостан"
302,200671,56,"M",947000,2022-07-01,"Нижегородская область"
1091,199670,56,"M",278000,2023-08-01,"Республика Башкортостан"
2827,199712,61,"M",240000,2022-08-01,"Республика Татарстан"
2647,199666,43,"M",240000,2021-01-01,"Пермский край"
300,197754,58,"M",254000,2022-10-01,"Республика Башкортостан"
2724,200594,51,"M",340000,2023-05-01,"Чувашская Республика"
4544,200473,58,"M",397000,2022-07-01,"Самарская область"
2969,200264,40,"M",240000,2021-09-01,"Республика Башкортостан"
4200,197532,42,"M",240000,2021-03-01,"Самарская область"
4999,200373,36,"M",240000,2021-02-01,"Республика Татарстан"
5489,197770,56,"M",412000,2023-07-01,"Кировская область"
1040,197621,42,"M",357000,2023-06-01,"Республика Мордовия"
4969,199650,58,"M",415000,2023-07-01,"Республика Башкортостан"
2163,201812,45,"M",294000,2022-01-01,"Удмуртская Республика"
2478,199003,52,"M",408000,2022-04-01,"Удмуртская Республика"
4282,200094,55,"M",913000,2021-07-01,"Пермский край"
1773,197705,42,"M",260000,2022-04-01,"Республика Марий Эл"
1220,200691,37,"M",361000,2023-07-01,"Самарская область"
654,200815,50,"M",259000,2021-12-01,"Республика Башкортостан"
5358,201244,53,"M",415000,2023-02-01,"Республика Татарстан"
256,198407,48,"M",240000,2021-04-01,"Республика Башкортостан"
5288,201012,56,"M",515000,2022-10-01,"Республика Татарстан"
5299,198001,49,"M",240000,2021-08-01,"Нижегородская область"
4069,201230,52,"F",398000,2022-01-01,"Самарская область"
2592,200274,57,"M",461000,2022-01-01,"Удмуртская Республика"
4175,199819,44,"M",463000,2021-09-01,"Республика Башкортостан"
3646,200948,54,"M",343000,2022-11-01,"Нижегородская область"
3586,199326,47,"M",379000,2022-02-01,"Чувашская Республика"
895,198940,55,"M",580000,2022-12-01,"Республика Татарстан"
2018,200956,49,"F",390000,2022-10-01,"Самарская область"
3008,197756,59,"M",291000,2022-03-01,"Чувашская Республика"
4898,200901,61,"M",514000,2023-08-01,"Пензенская область"
2689,198847,56,"M",547000,2022-09-01,"Нижегородская область"
429,200748,40,"M",282000,2023-04-01,"Республика Башкортостан"
4371,200993,59,"M",283000,2023-03-01,"Оренбургская область"
4709,200680,60,"M",390000,2023-09-01,"Оренбургская область"
2247,199575,52,"M",621000,2022-10-01,"Саратовская область"
2546,200129,54,"M",311000,2021-10-01,"Пензенская область"
2781,199205,58,"M",368000,2022-07-01,"Республика Башкортостан"
4006,199221,53,"M",1460000,2023-10-01,"Республика Башкортостан"
3019,201273,53,"M",715000,2023-03-01,"Самарская область"
4650,202243,59,"M",726000,2021-08-01,"Нижегородская область"
4293,199425,33,"F",547000,2021-07-01,"Республика Мордовия"
4646,200224,49,"M",382000,2022-06-01,"Пензенская область"
4724,199664,43,"F",479000,2022-09-01,"Саратовская область"
1466,200909,52,"M",798000,2021-03-01,"Республика Башкортостан"
2382,199449,51,"M",385000,2022-03-01,"Пензенская область"
726,200776,46,"M",242000,2022-12-01,"Саратовская область"
4182,198727,53,"M",457000,2022-07-01,"Ульяновская область"
1159,198399,42,"M",499000,2023-11-01,"Республика Татарстан"
4155,199455,60,"M",811000,2023-04-01,"Республика Башкортостан"
4827,199432,59,"M",379000,2022-06-01,"Республика Башкортостан"
4236,197508,58,"M",504000,2021-08-01,"Удмуртская Республика"
5040,201078,55,"F",394000,2021-05-01,"Республика Татарстан"
5405,197598,52,"M",448000,2023-01-01,"Пензенская область"
3170,198828,60,"M",379000,2023-07-01,"Республика Татарстан"
76,198189,57,"M",691000,2023-01-01,"Нижегородская область"
1570,198804,55,"M",240000,2023-07-01,"Нижегородская область"
237,201728,59,"F",249000,2023-07-01,"Нижегородская область"
3048,200303,53,"M",240000,2023-08-01,"Нижегородская область"
4214,199215,38,"M",399000,2023-10-01,"Республика Марий Эл"
4495,200099,43,"M",240000,2023-03-01,"Кировская область"
3760,199272,38,"M",441000,2022-04-01,"Пермский край"
1072,201141,39,"M",402000,2023-04-01,"Республика Башкортостан"
4208,199630,49,"M",541000,2023-11-01,"Оренбургская область"
2870,197656,49,"M",297000,2021-06-01,"Удмуртская Республика"
2888,202262,43,"F",501000,2023-06-01,"Пензенская область"
3287,200497,53,"M",612000,2021-07-01,"Нижегородская область"
1077,200399,54,"M",674000,2021-08-01,"Нижегородская область"
362,202344,60,"M",575000,2021-04-01,"Кировская область"
2914,199016,56,"M",306000,2021-06-01,"Республика Мордовия"
2667,201539,55,"M",240000,2023-09-01,"Республика Татарстан"
749,202102,28,"M",246000,2022-01-01,"Чувашская Республика"
719,198760,51,"M",598000,2021-12-01,"Нижегородская область"
3438,202318,55,"M",331000,2022-01-01,"Республика Татарстан"
4128,199368,53,"M",240000,2023-01-01,"Нижегородская область"
686,198364,56,"M",664000,2022-10-01,"Республика Башкортостан"
4562,202283,47,"M",266000,2021-04-01,"Оренбургская область"
676,200358,52,"M",240000,2022-01-01,"Пензенская область"
323,199522,51,"F",336000,2021-06-01,"Самарская область"
2243,198531,55,"M",240000,2021-07-01,"Кировская область"
931,200534,58,"M",441000,2021-08-01,"Пензенская область"
4471,197919,40,"M",447000,2022-06-01,"Республика Башкортостан"
5041,200487,57,"M",554000,2023-06-01,"Саратовская область"
4680,200925,49,"M",305000,2022-01-01,"Саратовская область"
3202,199054,38,"M",374000,2022-10-01,"Республика Мордовия"
4118,197833,43,"M",267000,2023-01-01,"Кировская область"
1846,198857,48,"M",346000,2023-01-01,"Республика Башкортостан"
3166,199566,41,"M",806000,2022-12-01,"Кировская область"
4702,202186,40,"M",414000,2023-08-01,"Республика Татарстан"
4115,199500,38,"M",240000,2023-02-01,"Республика Башкортостан"
2948,200088,49,"M",240000,2021-07-01,"Республика Башкортостан"
5507,200646,54,"M",530000,2022-03-01,"Республика Мордовия"
1086,198054,53,"M",913000,2021-06-01,"Пермский край"
5387,197840,32,"M",465000,2023-10-01,"Нижегородская область"
1471,200383,61,"M",240000,2021-12-01,"Пензенская область"
3372,198598,44,"M",436000,2023-11-01,"Саратовская область"
2485,199383,46,"M",363000,2023-04-01,"Саратовская область"
2537,198477,51,"M",240000,2022-08-01,"Нижегородская область"
4240,197982,55,"M",986000,2021-04-01,"Нижегородская область"
3388,198331,39,"F",791000,2022-08-01,"Саратовская область"
3865,201359,57,"M",240000,2023-10-01,"Пермский край"
1575,199639,57,"M",345000,2021-03-01,"Республика Татарстан"
1415,199943,42,"M",512000,2021-08-01,"Ульяновская область"
3860,201245,48,"M",406000,2022-01-01,"Ульяновская область"
1583,199603,51,"M",240000,2022-09-01,"Нижегородская область"
3707,198770,54,"M",255000,2023-06-01,"Республика Мордовия"
4409,197943,53,"M",518000,2021-06-01,"Саратовская область"
5312,201768,32,"F",1056000,2022-03-01,"Удмуртская Республика"
2952,201510,54,"M",789000,2023-06-01,"Республика Башкортостан"
1614,200979,47,"M",344000,2022-01-01,"Республика Татарстан"
1688,199871,38,"M",252000,2023-02-01,"Республика Башкортостан"
708,202319,51,"M",240000,2023-05-01,"Саратовская область"
472,202110,53,"F",297000,2023-08-01,"Республика Мордовия"
3421,199103,54,"M",1466000,2022-11-01,"Нижегородская область"
3103,198264,49,"M",240000,2022-12-01,"Республика Башкортостан"
2006,198853,53,"M",452000,2023-04-01,"Кировская область"
1547,201161,58,"M",593000,2021-04-01,"Республика Башкортостан"
1939,202413,58,"M",579000,2023-10-01,"Республика Башкортостан"
528,199468,44,"M",240000,2022-07-01,"Чувашская Республика"
2551,197491,59,"M",240000,2021-02-01,"Ульяновская область"
3331,199586,46,"M",240000,2023-08-01,"Саратовская область"
328,199981,52,"M",240000,2021-07-01,"Самарская область"
4509,198669,48,"M",240000,2022-11-01,"Пермский край"
757,200699,52,"M",779000,2021-05-01,"Республика Татарстан"
685,198520,55,"M",240000,2023-11-01,"Республика Татарстан"
5168,202011,38,"F",969000,2022-07-01,"Пермский край"
3699,202174,43,"M",240000,2023-02-01,"Пензенская область"
4747,200911,46,"M",240000,2022-03-01,"Пензенская область"
4360,197890,43,"M",445000,2022-07-01,"Пермский край"
2454,199823,46,"M",240000,2023-07-01,"Самарская область"
1444,202130,45,"M",371000,2023-12-01,"Самарская область"
1540,200810,45,"M",562000,2023-06-01,"Удмуртская Республика"
2292,198051,61,"M",832000,2021-12-01,"Удмуртская Республика"
646,199851,62,"M",619000,2023-01-01,"Республика Башкортостан"
132,201042,61,"M",796000,2022-07-01,"Республика Башкортостан"
1980,201521,56,"M",257000,2023-09-01,"Ульяновская область"
3441,201119,47,"M",240000,2022-04-01,"Самарская область"
3553,199774,49,"M",611000,2023-01-01,"Оренбургская область"
2351,197697,42,"M",553000,2021-03-01,"Республика Башкортостан"
722,202330,47,"M",240000,2021-08-01,"Удмуртская Республика"
4212,201208,38,"M",785000,2022-12-01,"Кировская область"
1803,200231,45,"M",472000,2022-07-01,"Оренбургская область"
4850,200212,47,"M",414000,2023-04-01,"Республика Татарстан"
3446,201572,52,"M",357000,2022-01-01,"Республика Татарстан"
5244,202345,59,"M",485000,2022-09-01,"Самарская область"
2655,200715,56,"M",240000,2022-06-01,"Саратовская область"
4482,197699,52,"M",274000,2021-02-01,"Самарская область"
1282,198927,59,"M",352000,2021-12-01,"Кировская область"
4732,200064,51,"M",307000,2023-06-01,"Пензенская область"
5074,200914,58,"M",240000,2023-05-01,"Республика Мордовия"
4537,197680,51,"M",240000,2023-01-01,"Республика Башкортостан"
4698,200367,51,"M",541000,2021-07-01,"Оренбургская область"
4315,202347,42,"M",240000,2023-12-01,"Оренбургская область"
7,201706,57,"M",363000,2022-07-01,"Саратовская область"
583,198620,48,"M",465000,2022-12-01,"Республика Татарстан"
4204,201396,58,"M",240000,2022-05-01,"Пермский край"
4703,199921,44,"M",364000,2023-08-01,"Пензенская область"
632,200755,58,"M",268000,2021-01-01,"Чувашская Республика"
5308,201673,48,"M",332000,2023-11-01,"Саратовская область"
1490,200098,57,"M",240000,2022-07-01,"Ульяновская область"
4987,199705,54,"M",378000,2023-06-01,"Кировская область"
3785,198573,58,"M",523000,2022-03-01,"Пермский край"
326,200515,57,"M",996000,2022-05-01,"Самарская область"
2970,202170,44,"M",311000,2023-05-01,"Удмуртская Республика"
3152,197647,58,"M",403000,2022-10-01,"Пермский край"
459,198385,51,"M",399000,2021-05-01,"Республика Башкортостан"
763,202168,53,"M",240000,2022-09-01,"Пензенская область"
2945,201880,55,"M",461000,2021-10-01,"Республика Марий Эл"
1357,198580,45,"M",593000,2021-03-01,"Ульяновская область"
3530,201613,54,"M",240000,2021-02-01,"Республика Татарстан"
5107,201763,47,"M",256000,2023-01-01,"Удмуртская Республика"
906,198355,60,"F",240000,2023-10-01,"Пермский край"
3451,198676,55,"M",635000,2023-03-01,"Пермский край"
411,199760,58,"M",404000,2022-12-01,"Саратовская область"
2050,200391,54,"M",357000,2021-02-01,"Республика Мордовия"
3974,201695,53,"M",457000,2022-06-01,"Саратовская область"
4111,201778,55,"M",631000,2022-07-01,"Оренбургская область"
4936,199181,57,"M",566000,2021-01-01,"Кировская область"
4451,199029,55,"M",375000,2021-06-01,"Чувашская Республика"
1501,200178,37,"M",530000,2023-05-01,"Республика Башкортостан"
3217,201942,46,"M",280000,2021-06-01,"Удмуртская Республика"
4612,200816,51,"M",489000,2021-09-01,"Нижегородская область"
1959,202301,58,"M",404000,2023-09-01,"Нижегородская область"
3941,198092,50,"M",240000,2022-06-01,"Саратовская область"
3578,199435,57,"M",335000,2022-08-01,"Пермский край"
1177,201237,53,"M",845000,2021-07-01,"Кировская область"
2933,201799,53,"M",562000,2023-05-01,"Нижегородская область"
367,202299,37,"M",780000,2021-07-01,"Кировская область"
3954,199044,48,"M",368000,2023-01-01,"Нижегородская область"
4869,198460,59,"M",463000,2021-11-01,"Чувашская Республика"
2252,198225,49,"F",384000,2023-02-01,"Чувашская Республика"
4384,200058,45,"M",240000,2023-07-01,"Самарская область"
3383,198741,50,"M",573000,2021-10-01,"Республика Татарстан"
5228,199170,53,"M",328000,2021-04-01,"Республика Башкортостан"
2544,201914,59,"M",305000,2023-01-01,"Саратовская область"
3090,198007,47,"M",275000,2021-07-01,"Нижегородская область"
2715,199794,61,"M",696000,2023-02-01,"Ульяновская область"
515,201051,51,"M",483000,2022-07-01,"Нижегородская область"
3594,199951,56,"M",512000,2023-01-01,"Кировская область"
4888,201431,35,"M",773000,2022-08-01,"Республика Башкортостан"
937,200102,45,"M",240000,2021-10-01,"Нижегородская область"
839,200221,57,"M",293000,2021-02-01,"Удмуртская Республика"
2513,197989,51,"M",305000,2021-09-01,"Нижегородская область"
5372,201554,53,"F",240000,2021-01-01,"Республика Башкортостан"
4816,198755,59,"M",240000,2021-09-01,"Нижегородская область"
2249,199039,56,"F",419000,2021-02-01,"Республика Марий Эл"
2643,198426,57,"F",1530000,2022-03-01,"Республика Башкортостан"
5423,199648,49,"M",347000,2021-02-01,"Удмуртская Республика"
1911,197696,53,"M",773000,2022-08-01,"Самарская область"
1337,201211,58,"M",240000,2023-12-01,"Пензенская область"
1801,200076,44,"M",435000,2022-10-01,"Республика Мордовия"
4520,199568,57,"M",586000,2022-04-01,"Удмуртская Республика"
3739,200319,44,"M",338000,2021-06-01,"Чувашская Республика"
3320,200025,53,"M",601000,2022-07-01,"Республика Татарстан"
1767,201589,55,"M",427000,2022-02-01,"Пермский край"
1322,200382,56,"M",240000,2023-01-01,"Саратовская область"
1209,199618,48,"M",341000,2021-08-01,"Республика Башкортостан"
234,201341,54,"M",548000,2023-02-01,"Оренбургская область"
2342,198978,48,"M",720000,2021-04-01,"Республика Башкортостан"
2617,199158,50,"M",804000,2023-01-01,"Пермский край"
1800,198259,55,"M",287000,2022-04-01,"Республика Башкортостан"
1708,200226,53,"M",383000,2022-07-01,"Самарская область"
4083,197822,47,"M",240000,2022-04-01,"Самарская область"
1739,202246,55,"M",4e+05,2023-02-01,"Республика Татарстан"
1787,199035,46,"M",268000,2022-07-01,"Саратовская область"
1808,199859,57,"M",573000,2021-02-01,"Пензенская область"
2599,198464,43,"M",434000,2022-07-01,"Республика Марий Эл"
5245,201866,52,"F",628000,2022-10-01,"Пензенская область"
2632,201421,37,"M",405000,2022-05-01,"Пермский край"
1467,200321,58,"M",311000,2021-06-01,"Пермский край"
4839,201622,47,"M",240000,2023-03-01,"Самарская область"
1114,197676,49,"M",404000,2022-01-01,"Республика Башкортостан"
2316,202049,53,"M",316000,2022-03-01,"Нижегородская область"
2105,199410,54,"M",248000,2022-02-01,"Республика Башкортостан"
3583,201581,45,"M",511000,2021-12-01,"Кировская область"
89,200412,48,"M",780000,2021-02-01,"Республика Мордовия"
1532,198238,48,"M",593000,2023-02-01,"Самарская область"
482,200986,38,"M",447000,2021-06-01,"Ульяновская область"
2966,198967,57,"M",240000,2023-03-01,"Самарская область"
3555,198439,56,"M",240000,2021-11-01,"Нижегородская область"
1831,202028,41,"M",240000,2021-06-01,"Саратовская область"
1910,199828,45,"M",444000,2022-02-01,"Пермский край"
4769,201830,49,"M",315000,2023-01-01,"Республика Татарстан"
1441,197434,57,"M",272000,2022-01-01,"Нижегородская область"
4169,199375,44,"F",298000,2021-03-01,"Республика Татарстан"
700,200690,49,"M",337000,2022-09-01,"Нижегородская область"
3506,199580,50,"M",275000,2021-01-01,"Республика Мордовия"
63,199596,56,"M",435000,2023-06-01,"Саратовская область"
4029,200911,54,"M",240000,2022-11-01,"Чувашская Республика"
4621,200083,44,"F",514000,2021-05-01,"Республика Татарстан"
4557,199996,53,"M",663000,2021-06-01,"Пермский край"
207,198711,54,"M",461000,2022-07-01,"Чувашская Республика"
5150,199959,42,"M",240000,2022-04-01,"Удмуртская Республика"
5323,198028,59,"M",240000,2023-02-01,"Самарская область"
3029,202305,51,"M",255000,2021-08-01,"Чувашская Республика"
340,201683,51,"M",240000,2021-11-01,"Оренбургская область"
2310,200820,56,"M",431000,2023-07-01,"Удмуртская Республика"
2793,200971,45,"M",417000,2023-08-01,"Удмуртская Республика"
3920,198705,53,"M",982000,2021-06-01,"Нижегородская область"
3953,198868,56,"M",285000,2022-02-01,"Оренбургская область"
4813,197775,41,"M",240000,2021-10-01,"Пермский край"
4191,198338,38,"M",416000,2021-10-01,"Саратовская область"
2768,198289,54,"M",326000,2021-08-01,"Пензенская область"
251,201950,59,"M",280000,2021-10-01,"Удмуртская Республика"
11,198416,44,"M",423000,2023-02-01,"Самарская область"
2625,197597,52,"F",274000,2021-03-01,"Республика Башкортостан"
3102,198792,40,"M",810000,2021-04-01,"Саратовская область"
3836,202094,48,"M",358000,2021-03-01,"Удмуртская Республика"
1081,198207,51,"M",280000,2023-04-01,"Саратовская область"
2124,202189,57,"M",258000,2023-04-01,"Самарская область"
291,201405,60,"M",240000,2021-02-01,"Оренбургская область"
3705,200542,50,"M",240000,2023-08-01,"Самарская область"
1544,202285,53,"M",1093000,2022-09-01,"Республика Башкортостан"
4330,200347,40,"M",392000,2022-06-01,"Саратовская область"
4289,201082,46,"M",240000,2023-08-01,"Саратовская область"
1726,197790,56,"M",489000,2023-11-01,"Нижегородская область"
1811,200740,57,"M",253000,2023-04-01,"Самарская область"
2037,199348,47,"M",580000,2022-10-01,"Оренбургская область"
391,201721,55,"F",1058000,2023-01-01,"Ульяновская область"
3279,202119,52,"M",326000,2022-06-01,"Саратовская область"
804,201093,51,"M",568000,2021-01-01,"Республика Башкортостан"
3686,200307,36,"M",242000,2021-12-01,"Оренбургская область"
2161,197894,46,"M",690000,2022-02-01,"Республика Татарстан"
4877,199894,41,"M",383000,2023-11-01,"Республика Башкортостан"
4474,201953,53,"M",240000,2022-11-01,"Республика Марий Эл"
2349,199149,54,"M",240000,2022-06-01,"Пермский край"
1940,198311,59,"M",412000,2021-12-01,"Оренбургская область"
5255,202277,50,"M",575000,2021-10-01,"Кировская область"
1095,198343,56,"M",256000,2021-08-01,"Оренбургская область"
2330,200104,40,"M",248000,2021-03-01,"Республика Татарстан"
3034,201860,58,"M",240000,2022-08-01,"Самарская область"
1658,198048,54,"M",462000,2021-05-01,"Нижегородская область"
334,202367,51,"M",558000,2023-06-01,"Республика Татарстан"
346,200587,52,"F",344000,2021-06-01,"Республика Татарстан"
3512,200232,59,"M",581000,2021-07-01,"Удмуртская Республика"
587,200539,53,"M",240000,2021-02-01,"Пермский край"
2492,199395,45,"M",293000,2022-04-01,"Удмуртская Республика"
363,198325,56,"M",315000,2022-01-01,"Республика Татарстан"
3345,200555,60,"M",349000,2021-01-01,"Пензенская область"
2790,198728,39,"M",854000,2022-07-01,"Республика Марий Эл"
1307,197961,53,"M",240000,2022-02-01,"Саратовская область"
2069,199545,56,"M",619000,2022-04-01,"Кировская область"
4584,198695,53,"M",431000,2021-09-01,"Пермский край"
3625,197589,55,"M",425000,2023-11-01,"Республика Марий Эл"
1390,201665,46,"M",475000,2021-09-01,"Республика Башкортостан"
4616,201219,36,"M",487000,2023-09-01,"Саратовская область"
1251,198592,57,"M",282000,2023-05-01,"Республика Татарстан"
2003,197924,51,"F",311000,2023-05-01,"Республика Татарстан"
2770,201947,50,"M",485000,2022-04-01,"Удмуртская Республика"
30,201954,53,"M",739000,2022-08-01,"Республика Башкортостан"
4921,200733,49,"M",1344000,2021-06-01,"Самарская область"
4098,200546,61,"M",357000,2021-06-01,"Самарская область"
5403,201362,51,"M",546000,2023-09-01,"Самарская область"
3392,199068,49,"M",733000,2021-01-01,"Республика Татарстан"
4656,202315,49,"F",373000,2023-03-01,"Республика Башкортостан"
1868,199302,45,"M",240000,2022-02-01,"Самарская область"
4542,201158,48,"M",318000,2021-03-01,"Республика Башкортостан"
2528,198326,55,"M",304000,2023-06-01,"Чувашская Республика"
3016,198367,59,"F",322000,2021-12-01,"Кировская область"
3940,198622,52,"M",530000,2023-07-01,"Нижегородская область"
1418,201368,43,"M",328000,2021-11-01,"Республика Татарстан"
2457,201045,56,"M",272000,2022-01-01,"Нижегородская область"
1996,199249,47,"M",470000,2022-12-01,"Саратовская область"
5225,200841,57,"M",313000,2021-02-01,"Самарская область"
4532,199165,61,"M",240000,2021-02-01,"Республика Марий Эл"
4627,197513,52,"M",563000,2021-07-01,"Республика Татарстан"
3542,199502,51,"F",260000,2022-03-01,"Пермский край"
1328,202006,49,"M",240000,2021-06-01,"Кировская область"
1999,201352,54,"M",255000,2021-08-01,"Саратовская область"
3993,200093,49,"M",486000,2022-09-01,"Республика Мордовия"
4380,198086,60,"M",240000,2022-07-01,"Ульяновская область"
3198,199507,53,"M",984000,2022-07-01,"Самарская область"
